Ticker,Description,Exchange,Bollinger Lower Band (20),Relative Strength Index (14),Relative Volume,Average Volume (10 day),Volume,High,Last,Low,Average Day Range (14),ADRTOPRICE,Hull Moving Average (9),Exponential Moving Average (10),"Change 5m, %","Change 15m, %","Change 1h, %","Change 4h, %",Change %,Monthly Performance
LUNAUSDT,Luna / TetherUS,BINANCE,16.72424069,63.76398867,0.14552788,7090608.453,8829.961,16.927,16.905,16.904,0.0605,0.36%,16.92738889,16.85284908,-0.09455706,-0.09455706,0.26095724,0.76895565,-0.09455706,7.51178481
BUSDTRY,BUSD / Turkish Lira,BINANCE,8.20077501,52.18750746,0.01862385,19716322.74,5836.76,8.26,8.26,8.25,0.02642857,0.32%,8.245,8.24130925,0.12121212,0.12121212,0.6090134,-0.24154589,0.12121212,1.97775031
PAXGUSDT,PAX Gold / TetherUS,BINANCE,1829.032599,48.53487473,0.00165671,2856.783256,0.07001,1832.33,1832.33,1831.56,4.55428571,0.25%,1830.034259,1833.760434,0.04204066,0.04204066,0.00654947,-0.18847472,0.04204066,2.50166423
SUSDUSDT,SUSD / TetherUS,BINANCE,1.01972196,61.71376145,0.60736243,501180.47,10050.54,1.0303,1.0289,1.0289,0.00250714,0.24%,1.03111,1.0280406,-0.13588275,-0.13588275,-0.10679612,0.50796132,-0.13588275,1.33963751
AUDUSDT,AUD / TetherUS,BINANCE,0.77129615,53.36171207,0.15536974,32370697.68,73529,0.77388,0.77383,0.77381,0.00078929,0.10%,0.77414107,0.77399303,-0.00258448,-0.00258448,-0.10327511,0.00516936,-0.00258448,1.15136308
TUSDUSDT,TrueUSD / TetherUS,BINANCE,0.99898131,52.04376096,0.26496964,18726244.43,212832.16,0.9995,0.9994,0.9994,0.00055714,0.06%,0.99959148,0.99944368,0,-0.010005,-0.020008,0.02001601,-0.010005,0.08010414
EURUSDT,Euro / TetherUS,BINANCE,1.20226334,62.86249009,0.03531006,142797545.1,46933.61,1.2052,1.2051,1.205,0.00053571,0.04%,1.20522926,1.20484657,-0.00829807,0,0.00829944,0.03320329,0,0.88754919
GBPUSDT,GBP / TetherUS,BINANCE,1.38187957,67.59490141,0.01178161,63097134.08,8785.95,1.3869,1.3866,1.3866,0.0006,0.04%,1.38714481,1.38591769,0,0,0,0.18786127,0,0.88766007
USDCUSDT,USD Coin / TetherUS,BINANCE,0.9989783,58.2166084,0.03345243,145734494.1,72199.54,0.9997,0.9996,0.9996,0.00026429,0.03%,0.9996563,0.99950182,0,0,-0.010003,0.05004504,0,0.09011715
PAXUSDT,Paxos Standard / TetherUS,BINANCE,0.99904211,58.71075213,0.07104432,8816979.812,10547.76,0.9997,0.9996,0.9996,0.00020714,0.02%,0.99967778,0.99948834,-0.010003,-0.010003,0,0.03002101,-0.010003,0.09011715
BUSDUSDT,BUSD / TetherUS,BINANCE,0.99903591,58.95458889,0.06464369,1516697997,1610306.44,0.9997,0.9996,0.9996,0.00018571,0.02%,0.99967296,0.99951922,0,0,0,0.04003203,0,0.09011715
